E0,omega0,cutoff_order,plateau_intensity_mean,H5_intensity,H11_intensity,H21_intensity
0.06801672309309433,0.04720830929442067,94,-11.304382858736105,-17.702628308982597,-19.90420589363528,-18.13508785100788
0.05940522402141454,0.06767886889831165,62,-10.900212531399825,-17.50598870229648,-19.256991166385586,-11.609295820962064
0.07574165065394067,0.06099725592364072,70,-10.910610465254711,-17.384178856258398,-19.368266164770784,-11.261488787231894
0.07259703980188419,0.06546304069379205,66,-10.865111968870867,-17.35910128693279,-19.181582889751596,-11.688211038120158
0.08409883740618422,0.05419209051681252,80,-11.03314460376508,-17.397527628150844,-19.531523867584635,-8.58587274103197
0.050196005909881436,0.04351855413437846,100,-11.589856218479376,-18.037509765128682,-20.26181905667591,-21.065059483245477
0.05981920616475976,0.05698037614660069,76,-11.10338333472301,-17.650561458629102,-19.797459478238373,-11.667293253781255
0.0908064536881471,0.06018120072665393,71,-10.884624445519869,-17.240051753025153,-19.354125937757264,-10.785241869857046
0.09820544371160216,0.05905573025636231,73,-10.914324339172996,-17.189713120644026,-19.35560075649487,-11.404116991541548
0.08461680826927068,0.05427690266379238,80,-11.029522559473586,-17.391192301104933,-19.526899680399517,-8.492721209819125
0.08582179744355303,0.05490613391409718,79,-10.984813862100637,-17.370033527858613,-19.574584580227032,-8.480838610924332
0.06548789953867003,0.046761673337250155,94,-11.32513302831538,-17.74329596052239,-19.922490326930284,-18.360129591447674
0.09912606119708711,0.06404582720495476,68,-10.8640942792514,-17.109959020604816,-19.18003731711729,-10.925272385507222
0.05589518675388845,0.06607924556588939,65,-10.971559100391097,-17.58120420068015,-19.61495962216605,-11.611272914170755
0.09769406554982392,0.06891116469860917,62,-10.733531577891956,-17.05987122806944,-19.09723485534746,-11.322145634207473
0.05038605110760652,0.04422812624975556,99,-11.570437151709072,-18.020323870447083,-20.245060756124065,-21.091411034226404
0.09920258852330197,0.04682083941392773,95,-11.217981008424115,-17.382072044762673,-19.581916167294438,-18.53550359951152
0.05992808755605641,0.06127157831869624,71,-11.016795152011479,-17.586696089108074,-19.78522256307669,-11.242746683834591
0.09725164278070698,0.062138512149058765,69,-10.84631989244693,-17.15341644102144,-19.25899473767567,-11.299135430240282
0.07802316154515818,0.04243150407718211,104,-11.383590178083898,-17.67606264238332,-19.897919483368295,-20.66040472885679
0.08471945649441101,0.06806017814368517,62,-10.761123408235656,-17.194082937216894,-19.15787878036236,-11.535459532738061
0.07276185854598273,0.06068957026959835,71,-10.945472807261448,-17.424042000617366,-19.40949875952596,-11.127218051716419
0.05363814021248195,0.05114958083571713,85,-11.336976566958633,-17.839522949281264,-20.043510703699308,-17.219711673115714
